EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition
977,44,Male,Married,Bachelor,IT,Operations,Manager,5,15,0,4,4,4,136959.0,11,21,3,2,12,8,2,16,81,5.0,3,2,5,28,5.0,13,14,279,0.39166194145341765,-0.20358230371664515,21,0
978,53,Female,Married,Master,Business,Operations,Manager,1,3,9,4,4,14,118514.0,29,16,1,1,0,14,9,9,50,3.0,1,4,1,19,5.0,7,14,314,0.21582704742256018,-0.5904160416631861,23,1
979,46,Female,Single,Bachelor,Business,Sales,Consultant,5,30,15,7,2,11,192504.0,27,5,3,3,9,0,14,19,45,1.0,2,5,2,36,4.0,22,13,275,0.4809126347549385,0.4354320483861913,11,0
980,55,Male,Single,High School,Engineering,Finance,Analyst,4,31,12,4,3,8,24145.0,8,16,2,2,10,2,29,18,28,4.0,3,3,4,71,4.0,24,9,213,0.04844558673625317,0.45598306532479754,56,0
981,50,Female,Married,Bachelor,Finance,HR,Executive,5,23,5,1,2,11,92753.0,26,24,0,4,4,10,16,18,99,3.0,5,5,2,8,4.0,9,8,235,1.5038115327848502,0.10726140130027902,30,0
982,54,Female,Single,Bachelor,Engineering,Sales,Manager,1,17,12,1,7,11,171328.0,16,6,3,3,8,4,4,1,3,4.0,3,4,1,20,5.0,7,5,306,-0.6528286965043836,0.1296248717785067,2,0
983,44,Male,Married,High School,Finance,Sales,Executive,4,31,11,4,2,5,132180.0,26,32,3,3,0,16,12,15,40,2.0,2,2,5,91,5.0,4,18,294,0.46159218368865274,1.29454200204042,15,0
984,50,Male,Divorced,Bachelor,Engineering,Finance,Analyst,3,27,4,3,1,9,57388.0,6,9,0,4,1,2,15,8,6,1.0,2,1,3,69,1.0,2,18,131,-0.43011833903498725,0.8819755462482008,12,0
985,21,Male,Divorced,Bachelor,HR,Finance,Consultant,2,10,6,1,5,0,168840.0,24,18,0,1,1,2,25,2,36,2.0,5,5,3,35,3.0,18,19,140,-0.9071654568169805,0.15462660896125274,9,0
986,39,Male,Married,Master,Marketing,Sales,Executive,3,7,1,5,7,3,165843.0,12,7,3,1,10,1,23,1,98,1.0,1,1,3,57,3.0,20,6,123,-0.06270016579601065,-0.10780307813836319,19,0
987,19,Male,Married,Bachelor,Finance,Sales,Consultant,1,0,17,7,9,13,193826.0,16,7,1,3,6,10,16,17,62,3.0,1,5,4,81,1.0,9,2,168,-0.22544685360392744,-0.8206479018171579,36,1
988,27,Male,Divorced,Bachelor,HR,Sales,Executive,4,1,9,1,7,9,88317.0,5,9,1,3,6,9,2,15,42,4.0,3,3,4,86,2.0,5,18,286,-1.61484603642376,-0.504108289940936,47,0
989,22,Female,Single,Bachelor,Business,IT,Analyst,3,20,18,9,5,9,77827.0,19,38,2,2,9,17,15,15,75,4.0,5,1,5,44,1.0,11,8,278,-1.2543884232404041,-0.8066476259912029,40,0
990,27,Male,Single,Master,Business,Sales,Manager,1,18,19,6,5,11,147690.0,12,32,3,2,5,9,4,15,91,1.0,5,4,3,66,5.0,19,6,162,-1.5722184385723164,-0.44121088559416705,31,0
991,50,Male,Single,Bachelor,Finance,Operations,Engineer,3,29,9,3,5,13,85475.0,11,18,0,3,13,9,20,17,91,3.0,1,3,1,89,5.0,15,11,237,-1.2152936447026308,-1.4942954257389,56,0
992,55,Female,Single,Master,Engineering,HR,Consultant,2,39,6,4,4,2,116873.0,27,36,3,2,14,10,15,16,18,3.0,1,3,5,35,1.0,10,16,152,-0.731924555974234,-1.343247043528614,52,0
993,30,Female,Married,Bachelor,Marketing,HR,Manager,3,24,12,1,3,8,126986.0,10,15,3,4,9,12,27,13,74,5.0,2,5,3,12,5.0,17,14,291,-1.8065875591509497,-0.5088441695009678,33,0
994,48,Male,Married,Master,Marketing,Finance,Executive,3,8,12,9,1,0,141499.0,9,10,2,2,9,16,2,8,89,2.0,5,1,3,94,2.0,7,12,265,0.9203904995757886,-0.23123794565376576,58,0
995,53,Male,Married,Bachelor,IT,Sales,Manager,3,27,10,8,4,6,66118.0,18,31,0,3,14,18,20,9,36,4.0,5,4,5,34,5.0,24,16,300,0.07263367548836576,-1.2484312114655467,25,0
996,41,Female,Married,Bachelor,Finance,HR,Engineer,1,36,18,2,1,10,180560.0,26,1,1,1,1,5,25,12,76,4.0,1,4,4,39,2.0,22,1,148,-0.10792869194672347,-1.1824246326592176,32,0
997,32,Male,Married,Bachelor,Marketing,HR,Consultant,4,31,6,9,8,0,76503.0,5,13,0,1,11,7,26,6,76,,5,5,3,10,,14,2,122,-0.5199615667537387,1.7883926757898514,53,0
998,46,Male,Married,Bachelor,Engineering,Operations,Consultant,5,10,1,0,3,5,135357.0,5,37,0,4,2,6,20,11,80,1.0,5,5,2,30,1.0,22,10,167,1.0171816753284797,1.6800287180943623,43,0
999,25,Female,Single,Bachelor,Engineering,Operations,Manager,1,20,11,3,0,14,29921.0,15,3,0,1,9,3,10,12,9,2.0,1,2,1,75,5.0,21,3,270,-0.4550874395502532,-0.06867785881433106,25,1
1000,22,Male,Married,Bachelor,Business,IT,Analyst,5,23,12,0,9,11,171407.0,23,23,2,1,11,1,14,14,41,5.0,1,4,3,98,3.0,18,1,142,-0.26045564001710403,0.06850544157331037,46,0
1001,46,Female,Married,High School,Marketing,IT,Executive,5,0,3,5,0,1,115039.0,9,33,1,3,6,3,1,18,11,3.0,1,3,2,66,2.0,19,3,193,0.8405745286609696,-1.1105613567301693,45,0
1002,21,Male,Married,Bachelor,Marketing,HR,Manager,3,15,0,3,9,6,168221.0,18,1,1,3,1,12,1,5,38,1.0,1,1,3,16,4.0,23,4,200,1.2612878997367738,-0.2961434207271221,34,0
1003,29,Female,Single,Master,Engineering,Finance,Analyst,2,23,19,3,4,1,30998.0,19,2,3,3,7,2,14,17,63,1.0,2,1,4,8,5.0,20,15,222,-0.6254362354973051,-1.3783676005619874,48,0
1004,19,Female,Divorced,PhD,Business,HR,Consultant,5,9,14,8,7,14,114518.0,13,32,0,3,8,4,3,16,16,3.0,1,4,3,57,3.0,11,16,216,-1.4898964947424587,1.0875397633000858,48,0
1005,44,Female,Divorced,Bachelor,Marketing,Finance,Executive,5,31,17,8,6,2,179198.0,9,15,3,3,5,10,26,6,85,5.0,5,3,3,21,5.0,4,4,318,-1.3649578240842062,-0.1942749735829285,19,0
1006,48,Male,Married,High School,Engineering,HR,Consultant,3,27,14,6,6,11,199808.0,7,8,2,2,1,8,23,9,80,4.0,1,3,4,1,2.0,19,18,148,-0.632455938141027,-0.6386169056368826,2,1
1007,53,Female,Married,High School,Business,Operations,Engineer,2,32,16,3,4,11,135131.0,25,39,0,4,13,3,28,15,52,1.0,4,2,1,71,4.0,3,13,284,-2.2354637430300035,0.372993007390544,47,1
1008,53,Male,Married,Master,Business,Sales,Analyst,3,37,2,8,8,14,193001.0,18,9,2,3,13,6,2,12,91,2.0,5,4,1,78,5.0,18,10,163,0.4469181045727043,-1.1496989184983684,4,0
1009,43,Female,Single,Master,Engineering,HR,Engineer,5,21,7,4,4,9,117859.0,15,23,0,2,12,1,15,4,45,1.0,5,2,3,5,,6,7,172,0.7969863245452903,0.881140669859449,34,0
1010,44,Female,Single,Master,Business,IT,Engineer,1,0,6,9,0,14,158787.0,17,1,2,5,9,5,8,8,5,2.0,2,5,1,88,2.0,14,3,311,-0.4528098419772414,1.0576535434882628,46,0
1011,22,Female,Married,Bachelor,HR,Finance,Engineer,5,34,0,3,4,4,169916.0,6,36,0,3,3,4,5,18,88,2.0,4,1,1,86,4.0,19,1,318,0.6435800694516033,-1.3115676841238262,10,0
1012,37,Male,Single,Master,HR,Finance,Analyst,1,11,18,4,2,4,75849.0,20,22,1,4,10,5,20,2,56,1.0,2,5,3,59,4.0,7,7,248,-0.2587555757296703,1.5307018181468472,42,0
1013,28,Male,Married,Master,Business,HR,Executive,4,24,17,8,2,5,75157.0,10,29,1,4,1,19,28,16,68,3.0,3,1,1,45,5.0,11,9,311,1.8497890089680507,-1.6795812454017087,49,0
1014,27,Female,Married,Bachelor,IT,Finance,Consultant,2,27,0,0,4,6,38224.0,15,8,1,4,13,11,3,18,33,3.0,3,5,1,51,1.0,8,8,205,-0.43401807451325514,1.2680787720823357,7,0
1015,57,Male,Single,Master,Business,IT,Executive,4,16,10,6,0,6,153068.0,18,20,3,3,2,0,21,14,0,2.0,5,1,4,8,4.0,2,12,159,1.8579094746681353,1.7519176157859209,44,0
1016,55,Male,Single,High School,Marketing,Operations,Executive,3,15,0,8,7,0,215745.0,14,22,0,1,6,1,24,2,34,5.0,2,1,1,13,5.0,5,11,243,-2.4598656107705867,-0.707553266669341,29,1
1017,23,Male,Single,Bachelor,Business,Sales,Executive,5,31,14,0,8,5,107518.0,11,22,1,1,13,5,17,6,61,2.0,2,5,1,24,1.0,4,12,142,1.0229675577750312,-0.35520088847429854,29,0
1018,25,Female,Single,PhD,Marketing,Sales,Consultant,4,3,7,2,9,0,31621.0,5,1,2,5,4,9,8,0,87,5.0,1,5,3,3,3.0,8,5,305,-1.8172617783530376,1.3242194580470052,21,0
1019,40,Male,Married,Bachelor,Engineering,Finance,Consultant,2,10,12,6,3,5,26816.0,27,7,2,5,8,3,28,6,31,3.0,2,5,2,39,5.0,20,4,146,-0.16628591113495558,-0.2738271947969739,11,0
1020,43,Female,Married,Master,Business,HR,Analyst,1,19,2,3,0,8,29584.0,12,19,3,5,0,7,0,0,78,2.0,3,1,1,67,5.0,19,12,154,0.6360177684132864,-0.06802636646130242,36,0
1021,29,Female,Divorced,Bachelor,Engineering,Finance,Manager,1,25,6,8,1,3,83754.0,6,12,0,3,11,8,4,12,5,2.0,4,4,4,58,1.0,3,16,171,-0.021215103147916976,-2.18616138295787,55,0
1022,43,Female,Single,Master,Finance,IT,Consultant,3,6,12,9,6,1,198610.0,7,31,1,2,12,5,12,15,85,4.0,5,4,3,37,1.0,23,5,280,-0.20842677217783775,-0.6538243652490542,53,0
1023,30,Male,Married,Master,HR,HR,Consultant,3,30,17,7,0,3,131421.0,16,28,2,5,14,1,17,18,52,2.0,3,3,5,63,3.0,7,11,284,-0.7691317696975878,-1.196784542345525,16,0
1024,57,Female,Single,Master,Business,Operations,Manager,5,6,11,9,2,6,122105.0,7,30,0,5,1,11,10,3,86,4.0,1,5,2,15,,17,19,146,-0.47629243297100976,-0.11142558980869531,5,0
1025,35,Male,Married,Master,Engineering,IT,Consultant,4,3,2,3,6,2,92225.0,21,5,1,2,5,11,3,2,89,4.0,5,3,2,39,3.0,20,17,318,-0.48625637059850463,0.25332036230937005,51,0
1026,42,Male,Married,Bachelor,Finance,Operations,Executive,5,7,9,2,3,9,54341.0,29,8,1,5,2,14,3,4,75,2.0,4,4,5,20,2.0,18,1,159,-0.2634399190817449,0.0014065320354467643,11,0
1027,50,Female,Married,High School,Marketing,HR,Consultant,1,13,4,4,9,5,46489.0,12,4,0,5,6,15,27,6,64,2.0,1,1,3,58,3.0,15,16,284,-1.7841091273215035,1.0917701060105065,51,0
1028,57,Female,Married,Master,Marketing,Operations,Analyst,1,21,8,6,3,9,194190.0,23,12,2,2,12,4,16,13,23,2.0,1,4,5,75,2.0,10,1,180,-0.21574980636909255,1.2575054256933063,44,0
1029,29,Female,Single,Bachelor,HR,IT,Consultant,4,22,0,5,0,1,97949.0,25,23,2,4,8,4,6,1,90,3.0,1,1,2,98,2.0,16,12,310,0.976364215466086,1.7954701745283617,16,0
1030,53,Male,Single,Master,HR,IT,Manager,5,24,4,6,7,1,,8,22,3,3,11,2,23,7,29,4.0,5,1,3,21,4.0,23,19,272,-1.0947207112023865,-0.5797515020303153,10,0
1031,21,Male,Married,High School,Marketing,Finance,Executive,3,35,0,4,3,0,,15,16,3,3,6,3,28,8,60,3.0,2,5,5,85,4.0,5,9,143,-1.2409462288110413,-1.9565545810954148,54,0
1032,22,Female,Single,Master,Marketing,HR,Manager,4,25,1,1,8,9,128330.0,16,23,3,2,6,12,19,12,79,2.0,1,3,4,40,1.0,4,6,176,0.7860768366043583,-0.49048056998334033,57,0
1033,54,Female,Single,Bachelor,Marketing,Sales,Consultant,3,23,9,4,4,11,129361.0,29,35,2,5,3,13,10,1,49,4.0,3,4,1,59,3.0,8,13,120,-0.6483770442561413,1.4004346726500487,25,0
1034,25,Male,Single,Master,IT,Sales,Consultant,4,17,3,6,5,14,93574.0,9,15,3,4,5,14,20,13,37,4.0,3,3,2,77,4.0,17,17,141,-0.33692069213188036,-0.9871329943452744,35,0
1035,59,Male,Single,Master,HR,Operations,Analyst,3,20,2,0,5,1,193213.0,6,13,2,2,3,14,10,7,88,5.0,2,3,5,40,4.0,9,19,309,0.08439453424371114,-0.4169333013570884,43,0
1036,45,Female,Married,High School,Engineering,Sales,Executive,2,4,9,4,8,6,120627.0,15,36,0,1,7,12,2,1,10,2.0,4,1,3,66,5.0,20,14,192,-0.46241635493284744,1.1173527201874482,28,0
1037,48,Male,Married,Bachelor,Finance,Sales,Consultant,1,14,14,3,2,10,47087.0,22,28,3,5,0,2,20,7,67,2.0,3,2,2,51,3.0,24,6,186,0.14481922889921936,0.21317826047970584,57,0
1038,26,Male,Single,Master,Finance,IT,Analyst,4,30,5,6,5,4,175662.0,19,13,1,1,2,10,24,13,63,1.0,4,1,3,52,2.0,3,5,181,-0.5011083117440606,0.31645481884481486,45,0
1039,46,Male,Single,Master,Business,IT,Analyst,2,25,0,5,8,3,70051.0,21,13,3,4,5,16,17,5,95,2.0,3,1,4,66,4.0,16,7,214,0.18620631257127707,-0.9446466769781263,50,0
1040,31,Male,Married,Bachelor,Engineering,IT,Manager,4,3,9,6,7,6,27706.0,25,0,1,4,2,9,15,2,46,4.0,3,5,2,87,1.0,15,17,223,0.43865196461141626,-0.10188405802944332,7,0
1041,57,Male,Married,PhD,HR,Sales,Executive,1,3,1,3,6,11,64707.0,9,26,2,1,7,3,9,5,24,2.0,5,3,1,27,5.0,7,18,166,0.4458640074954312,-0.9552686752248137,39,0
1042,58,Male,Divorced,Bachelor,IT,Operations,Engineer,1,18,8,4,3,11,24001.0,23,5,2,5,6,1,26,6,11,1.0,4,5,1,82,4.0,12,5,252,-1.7090496953193028,0.47199379332698765,17,1
1043,39,Female,Divorced,Bachelor,IT,HR,Analyst,3,25,16,7,4,13,136178.0,9,24,2,1,4,9,10,6,59,1.0,3,2,5,64,5.0,8,16,236,-0.23431688887280339,-0.5733584193507324,9,0
1044,28,Male,Divorced,Master,Engineering,Finance,Engineer,1,32,15,2,6,14,121735.0,12,3,0,2,6,9,5,1,65,4.0,3,5,2,24,1.0,21,1,233,1.447421370015608,0.6582825043510453,30,0
1045,40,Female,Married,Bachelor,Marketing,Operations,Manager,1,3,1,3,5,8,124239.0,23,15,3,5,10,16,6,15,37,1.0,1,4,4,70,2.0,10,18,276,1.0567910878708846,0.4701265823014247,42,0
1046,18,Female,Married,Bachelor,Marketing,IT,Analyst,1,37,15,9,4,13,117977.0,16,19,0,3,8,6,26,18,6,2.0,5,3,4,23,2.0,2,5,251,-0.9059329160279044,-1.7004610643923856,34,0
1047,54,Male,Single,Master,Engineering,Operations,Executive,5,23,2,5,8,7,183220.0,8,34,3,1,12,7,1,3,9,3.0,1,5,2,60,5.0,22,13,298,0.6811288917942036,0.43708588345215454,9,0
1048,38,Female,Married,Bachelor,HR,HR,Engineer,5,30,18,6,4,10,83478.0,18,9,1,3,2,6,10,18,21,3.0,5,2,5,24,2.0,9,18,230,-1.5429942457142254,0.267030489843228,25,0
1049,43,Female,Single,Bachelor,Finance,IT,Executive,1,33,12,9,5,9,,20,6,1,1,8,0,22,18,56,4.0,1,4,2,31,4.0,21,9,215,-0.34323656674516295,0.8418798984330931,16,0
1050,53,Female,Married,Bachelor,Marketing,HR,Engineer,5,33,5,8,9,10,121712.0,7,10,2,1,6,3,4,18,69,,5,3,5,83,2.0,13,5,276,0.6525946721270313,0.8004558207005786,59,0
1051,40,Male,Married,Bachelor,Business,Finance,Manager,4,1,6,4,6,1,163335.0,10,32,1,5,10,12,0,1,97,4.0,5,4,1,8,2.0,3,12,162,0.26544282292736393,-0.9255825856320175,21,0
1052,18,Female,Married,Bachelor,HR,Operations,Analyst,2,7,11,2,1,0,27228.0,27,9,3,3,11,9,5,17,92,4.0,3,5,5,30,5.0,11,18,219,-1.3980362482348088,-0.25168737320033674,51,0
1053,57,Male,Single,Master,HR,Finance,Analyst,2,20,13,4,4,12,47498.0,27,35,2,2,7,3,4,6,56,2.0,3,5,2,87,2.0,20,10,311,-0.26236190945095916,-0.21671482066811695,45,0
1054,32,Female,Married,Bachelor,IT,Sales,Manager,5,11,14,1,5,14,169786.0,6,30,2,4,1,8,22,12,64,2.0,4,5,5,53,1.0,21,16,235,1.2216868255664297,-0.968713902684248,59,0
1055,38,Female,Single,Master,Marketing,Operations,Consultant,2,35,1,7,2,8,197467.0,27,18,2,2,9,14,6,2,21,1.0,2,4,4,53,5.0,12,8,214,-0.2839316860703897,0.13987001845265554,37,0
1056,26,Female,Single,Master,Finance,Sales,Engineer,5,0,9,3,3,2,92542.0,5,7,0,3,2,9,16,14,78,5.0,1,4,4,79,2.0,16,15,289,1.6781128104873035,-1.7872314583960556,21,0
1057,26,Female,Single,Master,HR,HR,Engineer,3,38,16,8,1,8,,14,18,1,4,7,7,15,0,71,2.0,3,1,3,59,1.0,12,3,255,0.2880347194642377,0.24159574199337425,24,0
1058,27,Male,Single,Bachelor,Marketing,Sales,Consultant,1,15,14,2,6,6,180530.0,17,2,3,3,13,14,24,18,41,4.0,2,5,2,49,1.0,21,3,164,-1.7115054996002592,-1.4321348717818654,11,0
1059,43,Female,Married,Bachelor,Marketing,HR,Manager,2,5,5,6,1,5,55984.0,6,2,1,4,1,3,15,11,27,,1,2,5,1,3.0,21,8,185,1.4047982426772418,-1.236000176281125,36,0
1060,58,Female,Married,Bachelor,IT,Finance,Executive,1,32,1,2,1,2,157788.0,22,32,0,3,4,12,2,1,74,1.0,1,4,4,34,2.0,13,14,164,1.154976126827162,-2.7495218916449256,28,1
1061,52,Male,Married,Master,Business,IT,Executive,2,12,0,3,4,2,199890.0,28,20,3,3,11,19,25,9,56,4.0,1,3,2,58,4.0,5,7,292,-0.9707617749344153,-0.21179903380156614,55,0
1062,42,Male,Married,Bachelor,HR,Finance,Manager,4,8,8,1,4,10,49200.0,7,32,1,4,11,0,16,9,30,1.0,4,1,2,27,5.0,2,1,232,0.04158279451915805,-1.4151307814162533,4,0
1063,43,Male,Single,Bachelor,Business,Sales,Executive,4,34,15,5,5,13,92911.0,9,2,3,3,6,2,5,16,47,4.0,4,4,3,100,4.0,21,6,138,-0.7244016566663873,0.2998648675573571,48,1
1064,28,Female,Divorced,Bachelor,Finance,HR,Manager,5,27,15,4,1,0,136321.0,8,27,2,4,13,12,18,15,94,5.0,4,1,3,14,4.0,6,13,182,0.36574322682699223,-1.0511755826783278,40,0
1065,55,Male,Married,Master,Engineering,Sales,Engineer,1,33,13,9,8,4,78359.0,9,20,0,3,9,17,12,18,73,2.0,3,3,3,91,5.0,9,19,190,0.6264557585292835,-1.2382966817758594,29,0
1066,19,Male,Married,High School,Engineering,IT,Engineer,5,31,0,9,1,9,196454.0,11,32,0,3,9,16,20,7,97,5.0,1,1,3,37,,18,4,297,1.168194540440685,1.5478140300580292,7,0
1067,24,Male,Married,PhD,Engineering,Operations,Consultant,3,0,1,3,0,4,127720.0,19,39,0,3,13,5,12,9,74,1.0,2,5,1,20,4.0,20,9,306,0.9297458392241107,1.1002204121632801,53,0
1068,35,Male,Married,High School,Finance,Operations,Manager,5,38,8,3,3,9,131629.0,18,31,2,5,0,18,0,1,10,1.0,2,4,2,80,4.0,22,2,156,0.15548448215392197,-1.3165669019912336,37,1
1069,44,Male,Single,Bachelor,HR,Operations,Executive,5,24,15,0,1,0,37303.0,13,0,3,5,4,8,27,10,25,3.0,4,2,3,26,2.0,20,9,199,0.7814050329809156,-0.954309943188812,29,0
1070,51,Male,Single,Bachelor,Marketing,Sales,Manager,5,9,4,2,6,6,167249.0,18,29,2,4,11,13,27,4,49,1.0,4,4,4,47,4.0,7,1,201,-1.8943101806947449,-0.9274014682001098,15,0
1071,44,Female,Married,High School,Business,Operations,Analyst,2,1,17,4,3,10,131559.0,22,15,0,1,0,12,23,5,88,4.0,4,1,5,69,3.0,13,10,178,-0.14128492401294562,0.8260216701700538,28,0
1072,34,Male,Single,Master,Business,HR,Consultant,2,3,15,1,1,14,64014.0,12,12,3,1,6,17,14,5,7,4.0,2,4,3,84,1.0,6,4,193,1.1207896364548262,-0.04639568871429462,29,1
1073,41,Female,Married,Bachelor,Marketing,IT,Analyst,3,24,4,6,9,7,139577.0,16,39,3,5,11,17,9,18,28,,4,5,4,26,3.0,2,13,176,-0.8846885527964132,-0.4409928826671324,13,0
1074,42,Male,Married,High School,HR,Finance,Consultant,1,15,16,2,4,1,22704.0,14,36,3,1,6,10,17,0,63,3.0,3,1,1,85,1.0,14,15,183,-0.4700189796388605,0.09959598088376265,17,0
1075,24,Male,Married,Master,Business,HR,Consultant,4,39,9,7,8,7,117305.0,26,12,0,5,0,18,26,1,63,2.0,5,5,3,60,2.0,17,18,257,-0.4013256262527065,-0.9564693283357183,26,1
1076,23,Male,Married,Master,HR,IT,Consultant,1,4,11,1,3,9,171211.0,28,1,1,2,0,11,8,9,6,5.0,5,4,3,50,1.0,18,16,199,-0.5803518694597848,0.7850713631994803,5,0
1077,41,Female,Single,PhD,Business,Finance,Analyst,4,22,4,7,0,0,165194.0,28,31,2,4,9,14,17,14,66,5.0,5,5,2,48,5.0,21,13,288,-0.33460197453861396,-0.4314417453799308,56,1
1078,50,Male,Married,Bachelor,Engineering,Operations,Consultant,2,19,7,4,7,11,50187.0,13,8,3,4,5,14,0,3,33,4.0,2,5,4,68,5.0,24,19,143,0.36352563607933874,-1.0733842286379334,2,1
1079,46,Male,Divorced,Bachelor,Engineering,Finance,Manager,5,2,10,8,7,9,102232.0,26,5,1,5,11,5,1,0,7,5.0,5,3,1,47,,10,9,165,-0.8926562199875486,-0.9040285518790435,10,0
1080,39,Male,Married,High School,IT,Sales,Manager,3,0,2,8,9,0,103202.0,27,18,3,3,4,4,5,4,50,3.0,2,5,5,51,2.0,15,14,128,-0.6964755280355533,-0.813217272429785,3,0
1081,43,Male,Divorced,Master,IT,Sales,Analyst,3,24,15,5,9,14,156390.0,6,16,3,5,8,6,28,15,34,4.0,3,5,4,100,2.0,9,19,272,-1.2444414964487418,-0.5799102678180099,24,0
1082,45,Female,Single,Bachelor,Business,Operations,Engineer,3,15,19,2,4,12,86451.0,20,18,2,3,8,2,26,14,28,1.0,5,3,3,71,4.0,7,7,123,-1.6909464539820627,-0.6279077888109779,40,0
1083,38,Female,Married,PhD,Engineering,Operations,Engineer,1,4,10,0,7,11,131783.0,16,5,1,4,0,0,12,15,16,4.0,1,3,1,22,4.0,8,17,141,-1.5519627302055112,0.6368098764356525,29,0
1084,24,Female,Single,Master,HR,HR,Analyst,2,35,17,0,0,12,169144.0,21,32,0,5,2,13,10,3,87,1.0,5,1,4,58,2.0,23,9,266,-1.4094555599486471,0.6393483955604523,24,0
1085,34,Female,Single,Master,IT,HR,Consultant,2,5,16,4,1,10,40360.0,8,0,3,4,13,13,27,2,80,1.0,2,2,3,15,3.0,9,19,299,-1.4361681404589544,0.1032516324837947,57,1
1086,37,Female,Single,PhD,IT,Sales,Consultant,5,11,9,9,3,10,129559.0,21,27,1,3,8,9,23,1,64,2.0,1,3,1,78,2.0,18,18,243,-0.9195739561176598,-0.12696455289300715,30,0
1087,58,Male,Single,Bachelor,Engineering,IT,Consultant,1,22,10,1,2,9,185261.0,29,30,2,5,8,5,14,16,36,5.0,1,2,1,77,3.0,12,13,281,-0.6050238338601838,-0.06224673238374334,56,0
1088,37,Male,Single,Bachelor,HR,HR,Analyst,5,37,14,9,2,12,131249.0,8,26,3,2,4,18,7,6,65,2.0,5,1,4,1,1.0,4,3,223,0.09069788428728207,-0.9722960306984787,3,0
1089,39,Male,Divorced,Bachelor,IT,IT,Consultant,4,4,7,8,8,11,114420.0,5,25,1,4,8,18,25,3,0,4.0,1,2,1,3,1.0,12,3,271,0.5865784254203134,-0.19017040812081112,20,0
1090,45,Female,Married,Bachelor,Marketing,Sales,Manager,2,1,4,2,8,13,177573.0,5,21,2,2,13,8,26,3,4,3.0,2,4,5,30,2.0,22,17,166,-0.5762345882328783,1.2474931291115638,47,0
1091,57,Male,Single,Bachelor,HR,HR,Consultant,3,2,4,3,7,4,23586.0,18,32,0,4,0,5,3,14,18,2.0,3,3,4,57,2.0,22,17,297,0.19449579237715672,2.069625392877933,26,1
1092,24,Female,Single,High School,Marketing,IT,Analyst,5,6,0,9,6,7,143580.0,8,33,0,5,3,10,1,14,39,1.0,5,1,5,79,3.0,10,14,214,1.3035902312429224,-1.2441871919070324,23,0
1093,18,Male,Married,Bachelor,Engineering,IT,Consultant,4,25,8,9,7,8,60251.0,7,31,1,5,14,12,5,13,51,4.0,3,2,1,54,1.0,18,17,168,-0.0382535575721847,1.0382197502958863,15,1
1094,49,Female,Single,Bachelor,Engineering,HR,Manager,3,11,13,1,3,6,,5,33,0,3,0,2,24,8,3,2.0,5,2,2,82,3.0,5,2,245,0.14233430485478576,0.415056242104865,12,0
1095,30,Male,Single,High School,IT,Operations,Analyst,3,0,2,1,6,14,128497.0,23,38,3,2,14,4,21,15,52,1.0,5,2,2,25,3.0,23,19,258,0.2981454294869101,0.2112847476033049,13,0
1096,47,Male,Married,Bachelor,Business,Finance,Engineer,5,0,16,2,7,7,146113.0,28,10,1,2,8,7,22,7,92,,4,3,1,59,2.0,19,15,133,0.7430552278691325,-0.8592256987143135,53,1
1097,40,Male,Married,High School,Finance,Operations,Analyst,5,32,12,5,3,4,55405.0,22,5,1,1,7,15,27,3,86,3.0,4,5,5,86,3.0,19,1,303,1.7713929274224023,0.4487470744410173,35,0
1098,36,Male,Single,Bachelor,Marketing,Finance,Executive,5,38,19,6,4,9,178146.0,26,35,0,3,13,13,2,4,77,2.0,1,5,5,16,5.0,21,9,176,-1.467411378545588,0.20864887015770547,56,0
1099,49,Female,Married,Bachelor,Marketing,IT,Engineer,2,8,19,4,7,5,63876.0,16,17,0,5,12,15,6,4,81,2.0,2,3,5,32,2.0,17,14,201,-0.10254987143121527,-0.6073935802590952,37,0
1100,47,Male,Married,Master,HR,HR,Engineer,1,0,9,7,1,12,53257.0,8,9,2,1,11,1,23,10,3,5.0,3,3,2,56,3.0,18,5,201,-0.9419395430017908,0.7405547022734932,30,0
1101,46,Male,Single,High School,HR,Sales,Analyst,5,14,9,0,3,6,75117.0,6,33,2,2,8,0,25,13,15,4.0,3,4,2,14,5.0,14,3,250,-0.24836494733353565,0.6486474769497146,6,0
1102,46,Male,Divorced,Master,Engineering,HR,Executive,2,24,4,1,3,8,89206.0,18,33,2,5,7,16,3,13,57,2.0,2,1,5,49,1.0,6,14,277,1.4477077018312452,1.709798412163053,43,0
1103,47,Female,Married,Bachelor,Business,Operations,Engineer,1,35,14,4,9,11,78059.0,6,21,1,5,8,1,4,8,15,4.0,3,1,3,26,4.0,6,6,246,0.11288223058639285,0.4195693978181279,49,0
